Year,Month,Day,Tmin,Tmax
2022,8,11,13.63,19.17
2022,8,12,14.43,19.95
2022,8,13,13.58,19.09
2022,8,14,13.9,19.39
2022,8,15,14.01,19.48
2022,8,16,13.68,19.13
2022,8,17,13.49,18.91
2022,8,18,13.36,18.77
2022,8,19,13.24,18.64
2022,8,20,12.97,18.34
2022,8,21,12.91,18.27
2022,8,22,13.48,18.82
2022,8,23,12.83,18.15
2022,8,24,12.49,17.79
2022,8,25,12.47,17.77
2022,8,26,12.93,18.21
2022,8,27,12.68,17.94
2022,8,28,12.53,17.78
2022,8,29,12.13,17.36
2022,8,30,12.31,17.53
2022,8,31,11.77,16.98
2022,9,1,11.79,16.98
2022,9,2,12.1,17.29
2022,9,3,11.95,17.12
2022,9,4,11.18,16.34
2022,9,5,11.11,16.26
2022,9,6,11.33,16.46
2022,9,7,11.77,16.9
2022,9,8,10.37,15.49
2022,9,9,11.02,16.12
2022,9,10,10.32,15.41
2022,9,11,10.45,15.54
2022,9,12,10.42,15.5
2022,9,13,10.27,15.34
2022,9,14,10.11,15.17
2022,9,15,10.17,15.22
2022,9,16,9.85,14.9
2022,9,17,9.39,14.44
2022,9,18,10.05,15.08
2022,9,19,9.91,14.94
2022,9,20,9.81,14.83
2022,9,21,8.84,13.86
2022,9,22,9.35,14.37
2022,9,23,9.35,14.37
2022,9,24,8.62,13.63
2022,9,25,8.85,13.86
2022,9,26,8.67,13.68
2022,9,27,9.23,14.23
2022,9,28,9.12,14.12
2022,9,29,7.73,12.73
2022,9,30,9.05,14.05
2022,10,1,7.72,12.72
2022,10,2,8.25,13.25
2022,10,3,8.11,13.11
2022,10,4,7.29,12.29
2022,10,5,7.68,12.68
2022,10,6,7.33,12.34
2022,10,7,7.43,12.44
2022,10,8,7.18,12.19
2022,10,9,7.38,12.4
2022,10,10,6.86,11.88
2022,10,11,6.64,11.66
2022,10,12,6.95,11.97
2022,10,13,6.63,11.67
2022,10,14,6.55,11.59
2022,10,15,5.93,10.98
2022,10,16,5.67,10.72
2022,10,17,5.7,10.76
2022,10,18,5.56,10.62
2022,10,19,5.92,10.99
2022,10,20,5.86,10.94
2022,10,21,5.33,10.42
2022,10,22,5.76,10.86
2022,10,23,5.61,10.72
2022,10,24,5.09,10.21
2022,10,25,4.59,9.72
2022,10,26,5.3,10.44
2022,10,27,4.61,9.76
2022,10,28,4.55,9.71
2022,10,29,4.27,9.44
2022,10,30,3.95,9.14
2022,10,31,3.63,8.83
2022,11,1,4.25,9.46
2022,11,2,3.63,8.86
2022,11,3,4.86,10.1
2022,11,4,3.3,8.55
2022,11,5,3.12,8.39
2022,11,6,3.63,8.91
2022,11,7,3.87,9.17
2022,11,8,3.25,8.56
2022,11,9,3.32,8.65
2022,11,10,2.37,7.71
2022,11,11,2.67,8.03
2022,11,12,2.43,7.8
2022,11,13,2.04,7.43
2022,11,14,2.64,8.05
2022,11,15,1.71,7.14
2022,11,16,1.94,7.38
2022,11,17,2.11,7.58
2022,11,18,1.92,7.4
2022,11,19,2.25,7.75
2022,11,20,2.13,7.65
2022,11,21,2.24,7.79
2022,11,22,2.11,7.67
2022,11,23,2.16,7.74
2022,11,24,1.67,7.27
2022,11,25,1.69,7.32
2022,11,26,1.69,7.33
2022,11,27,1.48,7.14
2022,11,28,1.21,6.9
2022,11,29,1.16,6.87
2022,11,30,0.92,6.65
2022,12,1,1.28,7.03
2022,12,2,1.03,6.8
2022,12,3,0.76,6.56
2022,12,4,0.69,6.52
2022,12,5,0.44,6.28
2022,12,6,1.14,7.01
2022,12,7,0.77,6.66
2022,12,8,0.38,6.3
2022,12,9,0.91,6.85
2022,12,10,0.38,6.34
2022,12,11,0.03,6.02
2022,12,12,0.83,6.85
2022,12,13,0.24,6.28
2022,12,14,0.24,6.3
2022,12,15,0.36,6.44
2022,12,16,0.7,6.81
2022,12,17,0.27,6.41
2022,12,18,-0.19,5.97
2022,12,19,0.39,6.57
2022,12,20,-0.0,6.21
2022,12,21,0.8,7.03
2022,12,22,0.11,6.37
2022,12,23,-0.7,5.59
2022,12,24,0.19,6.5
2022,12,25,0.72,7.06
2022,12,26,0.58,6.94
2022,12,27,0.65,7.04
2022,12,28,-0.36,6.06
2022,12,29,0.31,6.75
2022,12,30,-0.27,6.19
2022,12,31,0.05,6.55
